comment_text,cleaned_comment,Label
Trump has adapted the YN approach,trump has adapted the yn approach,
"If the ""Democrats"" don't immediately surrender, we are ""cursing"" their local Starbucks cafes. No lattes for you, fool!",if the democrats dont immediately surrender we are cursing their local starbucks cafes no lattes for you fool!,
Trump is going to get us all killed.,trump is going to get us all killed,
"The coward pig really think he is a strong man. He is not a man, he is a nauseating turd.",the coward pig really think he is a strong man he is not a man he is a nauseating turd,
Or I shall taunt you a second time,or i shall taunt you a second time,
"Iran launches missile attack on ""Yanbu port""
Yanbu(Saudi Arabia & Kuwait & qatar) Pipeline.　48-inch diameter / 7 million bpd capacity.
Cain's jealousy towards Abel  by ""IRAN's jealousy towards SAUDI ARABIA.  ""
Oh, it is a sinful thing.","iran launches missile attack on yanbu port
yanbusaudi arabia  kuwait  qatar pipeline　48inch diameter  7 million bpd capacity
cains jealousy towards abel  by irans jealousy towards saudi arabia  
oh it is a sinful thing",
Fox are such Trump boot lickers. Lol.,fox are such trump boot lickers lol,
"Another catastrophic failure for the USA after Vietnam, Afghanistan and so many others.",another catastrophic failure for the usa after vietnam afghanistan and so many others,
I thought it would open itself and we didn't need any help? What the hell?,i thought it would open itself and we didnt need any help? what the hell?,
FAKE NEWS. President Trump said we already won and don’t need any help.,fake news president trump said we already won and dont need any help,
SMASH THE EVIL REGIME!!❤️❤️,smash the evil regime!!,
how stupid fox people are,how stupid fox people are,
"That's what happens when you make ICC war criminal Neranyahu your master.

Freedom, America... Freedom.

Don't you realize you've become a slave?","thats what happens when you make icc war criminal neranyahu your master

freedom america freedom

dont you realize youve become a slave?",
He is just waiting for the Marines. The USS Tripoli by now is already there,he is just waiting for the marines the uss tripoli by now is already there,
"Re-obliterating what we obliterated last summer.  Operation AIPAC FURY is going to plan.  Epstein class Hedge fund managers who bought EXXON, Raytheon and Chevron stock just before the war are WINNING BIGLY!  US taxpayers, US Troops and anyone who buys gasoline or fertilizer… you are out of luck.  Will TACO Trump, the Peace President, send in the Marines when Iran doesn’t fold?  He certainly won’t tell his boss, Bibi, to send Israeli troops into Iran.",reobliterating what we obliterated last summer  operation aipac fury is going to plan  epstein class hedge fund managers who bought exxon raytheon and chevron stock just before the war are winning bigly!  us taxpayers us troops and anyone who buys gasoline or fertilizer you are out of luck  will taco trump the peace president send in the marines when iran doesnt fold?  he certainly wont tell his boss bibi to send israeli troops into iran,
So he thinks the whole world is just supposed to bow down to his commands.   😄,so he thinks the whole world is just supposed to bow down to his commands,
Only fools give ultimatums in a war they have no plan at al😂😂😂,only fools give ultimatums in a war they have no plan at al,
Trump 😂demanding 🤣😂 to open 😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣‼️,trump demanding  to open,
Boooooooooshhh,boooooooooshhh,
He also demanded an unconditional surrender 😅 how's that going 😅😅😅😅?,he also demanded an unconditional surrender  hows that going ?,
Sucks for the people of Iran,sucks for the people of iran,
"And then Israel will lose its nuclear power plants, its oil refineries, desalination plants, etc.",and then israel will lose its nuclear power plants its oil refineries desalination plants etc,
"Stick Your Hands In Your Armits & Shoots Out Your Fingers.. ""Superstar"" SNL ☝🏻☝🏻SALUTE TO FOX NEWS",stick your hands in your armits  shoots out your fingers superstar snl salute to fox news,
Trump is a joke and so is such news channels.,trump is a joke and so is such news channels,
"What ? And he expects Iranians to Rise Up ....in the DARK? 😅 
TRUMP is a MUPPET","what ? and he expects iranians to rise up in the dark?  
trump is a muppet",
Iranians can live without money and electricity.  Can Americans?,iranians can live without money and electricity  can americans?,
Rock and Roll Mr.  President!!!,rock and roll mr  president!!!,
"This was  3 day war, no?
Now it’s a 3 week war, yes
So what’s next?
This war will be over in September, no?
Ok, Sept. of which year?😅😅😅","this was  3 day war no?
now its a 3 week war yes
so whats next?
this war will be over in september no?
ok sept of which year?",
"So there houses are destroyed and their elected leaders killed, but they would really worry about electricity?",so there houses are destroyed and their elected leaders killed but they would really worry about electricity?,
Stupid yanks 😂,stupid yanks,
"Hey, there Iran, start building windmills from your friend China.",hey there iran start building windmills from your friend china,
